city,Name,CityID,TownID,Flood,Lv1_12H,Lv1_1H,Lv1_24H,Lv1_3H,Lv1_6H,Lv2_12H,Lv2_1H,Lv2_24H,Lv2_3H,Lv2_6H,Murgang,SlopeLand
宜蘭縣,三星鄉,10002,1000210,300,260,60,350,130,160,230,50,300,120,140,600,500
宜蘭縣,大同鄉,10002,1000211,400,300,80,450,150,200,270,70,400,140,180,550,300
宜蘭縣,五結鄉,10002,1000209,250,210,50,300,110,160,180,40,250,100,140,,
宜蘭縣,冬山鄉,10002,1000208,250,240,50,300,110,160,210,40,250,100,140,600,500
宜蘭縣,壯圍鄉,10002,1000206,200,180,50,250,100,130,150,40,200,90,110,,
宜蘭縣,宜蘭市,10002,1000201,200,190,50,250,110,150,160,40,200,100,130,,
宜蘭縣,南澳鄉,10002,1000212,350,300,80,400,150,220,270,70,350,140,200,400,300
宜蘭縣,員山鄉,10002,1000207,350,250,70,400,130,180,220,60,350,120,160,600,380
宜蘭縣,頭城鎮,10002,1000204,250,210,60,300,110,160,180,50,250,100,140,550,380
宜蘭縣,礁溪鄉,10002,1000205,250,230,60,300,110,180,200,50,250,100,160,500,380
宜蘭縣,羅東鎮,10002,1000202,300,230,60,350,130,190,200,50,300,120,170,,
宜蘭縣,蘇澳鎮,10002,1000203,350,300,70,400,140,220,270,60,350,130,200,450,300
金門縣,金沙鎮,09020,0902002,,250,50,350,110,200,220,40,300,100,180,,
金門縣,金城鎮,09020,0902001,,280,60,350,130,200,250,50,300,120,180,,
金門縣,金湖鎮,09020,0902003,,300,70,400,130,220,270,60,350,120,200,,
金門縣,金寧鄉,09020,0902004,,300,70,400,130,220,270,60,350,120,200,,
金門縣,烈嶼鄉,09020,0902005,,300,70,400,130,220,270,60,350,120,200,,
連江縣,南竿鄉,09007,0900701,,280,50,350,120,200,250,40,300,110,180,,
